% function evaluation | noise-free fitness - Fopt (-5.847300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.860884901e+03 +1.860884901e+03 +1.907494901e+03 +1.907494901e+03 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
2 +1.528926892e+03 +1.528926892e+03 +1.575536892e+03 +1.575536892e+03 +3.8016e+00 +3.0902e+00 +2.0526e+00 -3.0628e-01 -3.1270e+00 +3.0911e+00 -1.3802e-01 -4.1175e+00 +9.9079e-01 -1.7322e+00 -3.7957e+00 +3.2599e+00 +6.0806e-02 -3.8838e+00 -4.7703e+00 -4.0203e+00 +1.7238e+00 +2.4074e+00 +1.8027e+00 -1.7794e+00
6 +7.598967472e+02 +7.598967472e+02 +8.065067472e+02 +8.065067472e+02 +3.8828e+00 -1.1870e+00 +1.6380e+00 +3.8079e+00 -4.8715e+00 +3.3393e+00 -1.0053e+00 -3.8455e+00 -4.0750e+00 +2.6397e+00 +2.4054e+00 +1.4662e+00 +3.7271e+00 -3.6561e+00 -9.0829e-01 +1.6897e-01 +1.9600e-01 -3.3165e+00 -3.0456e+00 +1.5240e+00
46 +4.350999704e+02 +4.350999704e+02 +4.817099704e+02 +4.817099704e+02 -2.7233e+00 +4.1322e+00 +1.2122e+00 -6.2887e-01 +3.8728e+00 -4.5817e+00 +7.4960e-01 -8.0148e-01 -1.0138e+00 -4.2586e+00 -1.8802e-03 +3.5071e+00 -1.3078e+00 -6.3364e-02 +1.2853e+00 +5.0184e-01 -1.0603e+00 +1.3823e+00 -3.4474e+00 +1.5078e+00
% function evaluation | noise-free fitness - Fopt (-2.643100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.739134569e+03 +2.739134569e+03 +2.474824569e+03 +2.474824569e+03 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
2 +2.060037009e+03 +2.060037009e+03 +1.795727009e+03 +1.795727009e+03 +3.8016e+00 +3.0902e+00 +2.0526e+00 -3.0628e-01 -3.1270e+00 +3.0911e+00 -1.3802e-01 -4.1175e+00 +9.9079e-01 -1.7322e+00 -3.7957e+00 +3.2599e+00 +6.0806e-02 -3.8838e+00 -4.7703e+00 -4.0203e+00 +1.7238e+00 +2.4074e+00 +1.8027e+00 -1.7794e+00
9 +1.108775372e+03 +1.108775372e+03 +8.444653724e+02 +8.444653724e+02 -1.4005e+00 +4.0279e+00 +1.8361e+00 +1.1928e+00 -1.5728e+00 +4.1318e+00 -7.8069e-02 +7.7819e-01 +3.4488e+00 +2.1785e+00 -2.2266e+00 -3.2690e+00 -4.1450e+00 -3.8735e-01 -3.4129e+00 +1.8991e+00 -1.4349e+00 -7.2981e-01 -4.5699e+00 -2.8152e+00
17 +8.719970643e+02 +8.719970643e+02 +6.076870643e+02 +6.076870643e+02 -4.6348e-01 -1.2142e+00 -1.8215e+00 +2.4228e+00 +1.5386e+00 +2.7974e+00 -1.3636e+00 +3.9759e+00 +3.3439e+00 +1.6748e+00 -6.3943e-01 +1.6363e-01 -3.4782e+00 -4.1129e-01 -4.0606e-01 -3.4226e-01 -3.8379e+00 -7.8617e-01 -4.4380e+00 -2.7828e+00
35 +5.668047146e+02 +5.668047146e+02 +3.024947146e+02 +3.024947146e+02 -4.3956e-01 -8.9856e-01 +1.6814e+00 +2.4454e+00 -1.9350e+00 +2.3157e-01 -7.4737e-01 +3.3452e+00 +3.7987e+00 -1.5435e+00 +8.2842e-01 +1.2718e+00 +1.9835e+00 +3.7212e-01 -6.2796e-01 +2.2829e+00 +1.2100e+00 -1.5398e+00 -4.6313e+00 -3.1322e+00
