% function evaluation | noise-free fitness - Fopt (-3.570000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
4 +6.997299793e+06 +6.997299793e+06 +6.997337863e+06 +6.997337863e+06 +4.6560e+00 -4.6556e+00 -4.3050e+00 +4.2233e+00 +4.2652e+00 +3.9650e+00 -3.9738e+00 +2.9711e+00 +4.2334e+00 -4.9474e+00 +1.9460e+00 -9.4486e-01 -3.2559e+00 -1.1383e+00 +2.4925e+00 -2.5095e+00 +8.0383e-01 -4.7298e+00 +8.8745e-01 +3.8622e+00
6 +3.301213408e+06 +3.301213408e+06 +3.301251478e+06 +3.301251478e+06 +3.8828e+00 -1.1870e+00 +1.6380e+00 +3.8079e+00 -4.8715e+00 +3.3393e+00 -1.0053e+00 -3.8455e+00 -4.0750e+00 +2.6397e+00 +2.4054e+00 +1.4662e+00 +3.7271e+00 -3.6561e+00 -9.0829e-01 +1.6897e-01 +1.9600e-01 -3.3165e+00 -3.0456e+00 +1.5240e+00
% function evaluation | noise-free fitness - Fopt (-4.542000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.935426674e+07 +6.935426674e+07 +6.935422132e+07 +6.935422132e+07 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
2 +5.061033735e+07 +5.061033735e+07 +5.061029193e+07 +5.061029193e+07 +3.8016e+00 +3.0902e+00 +2.0526e+00 -3.0628e-01 -3.1270e+00 +3.0911e+00 -1.3802e-01 -4.1175e+00 +9.9079e-01 -1.7322e+00 -3.7957e+00 +3.2599e+00 +6.0806e-02 -3.8838e+00 -4.7703e+00 -4.0203e+00 +1.7238e+00 +2.4074e+00 +1.8027e+00 -1.7794e+00
4 +6.272533327e+06 +6.272533327e+06 +6.272487907e+06 +6.272487907e+06 +4.6560e+00 -4.6556e+00 -4.3050e+00 +4.2233e+00 +4.2652e+00 +3.9650e+00 -3.9738e+00 +2.9711e+00 +4.2334e+00 -4.9474e+00 +1.9460e+00 -9.4486e-01 -3.2559e+00 -1.1383e+00 +2.4925e+00 -2.5095e+00 +8.0383e-01 -4.7298e+00 +8.8745e-01 +3.8622e+00
30 +2.413942541e+06 +2.413942541e+06 +2.413897121e+06 +2.413897121e+06 -2.5113e+00 +2.7322e+00 +1.9575e+00 +1.6272e+00 -2.2267e+00 +1.8557e+00 -4.6673e+00 +9.8830e-01 +2.6269e+00 +1.3838e+00 -3.1504e-01 -1.6506e+00 +2.1512e+00 -2.7632e+00 -1.8127e+00 +4.9649e+00 -2.9576e+00 -3.6872e+00 -3.0049e+00 +4.8815e+00
% function evaluation | noise-free fitness - Fopt (6.695000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.953596867e+07 +4.953596867e+07 +4.953603562e+07 +4.953603562e+07 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
2 +3.347590859e+07 +3.347590859e+07 +3.347597554e+07 +3.347597554e+07 +3.8016e+00 +3.0902e+00 +2.0526e+00 -3.0628e-01 -3.1270e+00 +3.0911e+00 -1.3802e-01 -4.1175e+00 +9.9079e-01 -1.7322e+00 -3.7957e+00 +3.2599e+00 +6.0806e-02 -3.8838e+00 -4.7703e+00 -4.0203e+00 +1.7238e+00 +2.4074e+00 +1.8027e+00 -1.7794e+00
4 +3.927367083e+06 +3.927367083e+06 +3.927434033e+06 +3.927434033e+06 +4.6560e+00 -4.6556e+00 -4.3050e+00 +4.2233e+00 +4.2652e+00 +3.9650e+00 -3.9738e+00 +2.9711e+00 +4.2334e+00 -4.9474e+00 +1.9460e+00 -9.4486e-01 -3.2559e+00 -1.1383e+00 +2.4925e+00 -2.5095e+00 +8.0383e-01 -4.7298e+00 +8.8745e-01 +3.8622e+00
