% function evaluation | noise-free fitness - Fopt (7.273000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2 +2.728789027e+03 +2.728789027e+03 +2.750749027e+03 +2.750749027e+03 +3.8016e+00 +3.0902e+00 +2.0526e+00 -3.0628e-01 -3.1270e+00 +3.0911e+00 -1.3802e-01 -4.1175e+00 +9.9079e-01 -1.7322e+00 -3.7957e+00 +3.2599e+00 +6.0806e-02 -3.8838e+00 -4.7703e+00 -4.0203e+00 +1.7238e+00 +2.4074e+00 +1.8027e+00 -1.7794e+00
3 +1.578310029e+03 +1.578310029e+03 +1.600270029e+03 +1.600270029e+03 -2.6679e+00 -1.2322e+00 -3.6820e+00 +4.5300e-01 -3.5204e+00 -3.8737e+00 +3.3869e+00 -3.0534e+00 +8.7957e-01 -1.5340e+00 -4.7361e-01 +2.2285e+00 -7.2479e-01 -2.2236e+00 -2.4504e+00 +2.6317e+00 -4.5239e+00 +3.5344e+00 -3.2576e-01 -4.4305e+00
6 +9.568566850e+02 +9.568566850e+02 +9.788166850e+02 +9.788166850e+02 +3.8828e+00 -1.1870e+00 +1.6380e+00 +3.8079e+00 -4.8715e+00 +3.3393e+00 -1.0053e+00 -3.8455e+00 -4.0750e+00 +2.6397e+00 +2.4054e+00 +1.4662e+00 +3.7271e+00 -3.6561e+00 -9.0829e-01 +1.6897e-01 +1.9600e-01 -3.3165e+00 -3.0456e+00 +1.5240e+00
% function evaluation | noise-free fitness - Fopt (-2.139000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.660058452e+03 +1.660058452e+03 +1.638668452e+03 +1.638668452e+03 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
2 +1.550294047e+03 +1.550294047e+03 +1.528904047e+03 +1.528904047e+03 +3.8016e+00 +3.0902e+00 +2.0526e+00 -3.0628e-01 -3.1270e+00 +3.0911e+00 -1.3802e-01 -4.1175e+00 +9.9079e-01 -1.7322e+00 -3.7957e+00 +3.2599e+00 +6.0806e-02 -3.8838e+00 -4.7703e+00 -4.0203e+00 +1.7238e+00 +2.4074e+00 +1.8027e+00 -1.7794e+00
69 +9.743400997e+02 +9.743400997e+02 +9.529500997e+02 +9.529500997e+02 -5.0248e-01 +4.9511e-01 -3.4014e+00 -9.5300e-01 -3.0376e+00 +4.5410e+00 +1.7338e+00 +3.7842e+00 -1.4268e+00 -4.7286e+00 -2.7710e+00 -1.9661e+00 +1.2024e+00 -3.7442e+00 -2.6113e+00 -1.1601e+00 +4.5930e-01 -2.7309e+00 -5.5567e-01 +4.6034e+00
% function evaluation | noise-free fitness - Fopt (5.176600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.368160416e+03 +3.368160416e+03 +3.885820416e+03 +3.885820416e+03 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
2 +1.329257360e+03 +1.329257360e+03 +1.846917360e+03 +1.846917360e+03 +3.8016e+00 +3.0902e+00 +2.0526e+00 -3.0628e-01 -3.1270e+00 +3.0911e+00 -1.3802e-01 -4.1175e+00 +9.9079e-01 -1.7322e+00 -3.7957e+00 +3.2599e+00 +6.0806e-02 -3.8838e+00 -4.7703e+00 -4.0203e+00 +1.7238e+00 +2.4074e+00 +1.8027e+00 -1.7794e+00
33 +8.989260486e+02 +8.989260486e+02 +1.416586049e+03 +1.416586049e+03 +4.5746e+00 -2.0261e+00 -1.5587e+00 +1.7746e+00 +7.6932e-01 -3.5282e+00 +2.6288e+00 +3.6699e+00 -2.3914e-01 +3.4390e+00 -3.5116e+00 -3.5025e+00 +3.2925e+00 -2.3709e+00 +1.8350e+00 -3.3833e+00 -1.1747e+00 +1.8524e+00 +2.6345e+00 +1.1008e+00
