% function evaluation | noise-free fitness - Fopt (5.407000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
19 +1.571799368e+03 +1.571799368e+03 +1.594429368e+03 +1.594429368e+03 +1.0447e+00 +9.9770e-01 +2.7568e+00 +7.5323e-02 +1.1842e+00 -1.8764e+00 -3.4019e-03 +3.4584e+00 -2.2559e+00 -2.5383e+00 -4.9492e+00 +3.3619e+00 -3.3091e-01 -5.9185e-01 +1.3378e+00 -4.0070e+00 +2.1210e+00 +1.0354e+00 -4.9821e+00 +2.1663e+00
% function evaluation | noise-free fitness - Fopt (1.554000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.988897262e+03 +1.988897262e+03 +2.004437262e+03 +2.004437262e+03 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
17 +1.200855748e+03 +1.200855748e+03 +1.216395748e+03 +1.216395748e+03 -4.6348e-01 -1.2142e+00 -1.8215e+00 +2.4228e+00 +1.5386e+00 +2.7974e+00 -1.3636e+00 +3.9759e+00 +3.3439e+00 +1.6748e+00 -6.3943e-01 +1.6363e-01 -3.4782e+00 -4.1129e-01 -4.0606e-01 -3.4226e-01 -3.8379e+00 -7.8617e-01 -4.4380e+00 -2.7828e+00
28 +8.599740466e+02 +8.599740466e+02 +8.755140466e+02 +8.755140466e+02 +5.4614e-01 -3.0977e-01 +8.1796e-01 +9.0493e-01 -1.9825e+00 -3.6743e+00 +3.0444e+00 +1.2164e+00 +3.5955e+00 -1.8303e+00 +1.9040e+00 -3.8622e-01 -3.3380e+00 +3.3910e+00 -1.0533e+00 -6.7269e-01 -1.9267e+00 +4.5029e+00 -8.4398e-01 +1.7211e+00
% function evaluation | noise-free fitness - Fopt (-3.765100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.565258758e+03 +2.565258758e+03 +2.188748758e+03 +2.188748758e+03 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
3 +2.296667701e+03 +2.296667701e+03 +1.920157701e+03 +1.920157701e+03 -2.6679e+00 -1.2322e+00 -3.6820e+00 +4.5300e-01 -3.5204e+00 -3.8737e+00 +3.3869e+00 -3.0534e+00 +8.7957e-01 -1.5340e+00 -4.7361e-01 +2.2285e+00 -7.2479e-01 -2.2236e+00 -2.4504e+00 +2.6317e+00 -4.5239e+00 +3.5344e+00 -3.2576e-01 -4.4305e+00
12 +1.091301934e+03 +1.091301934e+03 +7.147919344e+02 +7.147919344e+02 -3.2989e+00 +1.6448e+00 +1.8198e+00 +2.0942e-01 +1.8632e+00 +4.0093e+00 -1.3215e+00 +4.3981e+00 -3.4588e+00 -4.6136e+00 -1.4208e+00 +4.0558e-02 -3.9965e+00 +3.0589e+00 -6.5893e-01 -2.9457e+00 -4.6390e+00 +4.5621e+00 -4.2239e+00 -3.9365e-01
32 +8.659297375e+02 +8.659297375e+02 +4.894197375e+02 +4.894197375e+02 -2.1464e+00 +2.5107e+00 +9.4361e-01 +5.6488e-01 -2.2824e+00 +4.9753e+00 +2.2340e+00 -2.7984e+00 -2.1522e+00 +1.0608e+00 +6.2286e-01 -4.0380e+00 +1.3622e+00 -4.0934e+00 +1.8802e+00 -1.2524e+00 +3.3431e+00 +2.3885e+00 -3.6165e+00 -4.9426e+00
