% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
8 +6.490176023e+04 +6.490176023e+04 +6.491542023e+04 +6.491542023e+04 +2.6384e+00 -1.6243e+00 -2.8947e+00 +9.4687e-01 +4.7634e+00 +3.3811e+00 +7.6928e-01 -4.8589e+00 +5.1321e-01 +3.3567e+00 -2.4346e+00 +2.9541e+00 -1.6852e+00 +3.9242e+00 -2.1498e+00 +5.2187e-01 +2.2975e-01 -4.3779e+00 +1.0779e+00 +1.8851e+00
9 +4.817566124e+04 +4.817566124e+04 +4.818932124e+04 +4.818932124e+04 -1.4005e+00 +4.0279e+00 +1.8361e+00 +1.1928e+00 -1.5728e+00 +4.1318e+00 -7.8069e-02 +7.7819e-01 +3.4488e+00 +2.1785e+00 -2.2266e+00 -3.2690e+00 -4.1450e+00 -3.8735e-01 -3.4129e+00 +1.8991e+00 -1.4349e+00 -7.2981e-01 -4.5699e+00 -2.8152e+00
23 +7.265728660e+02 +7.265728660e+02 +7.402328660e+02 +7.402328660e+02 -1.5341e+00 +4.2615e+00 -4.1713e+00 +2.8304e+00 +3.9071e+00 -1.2203e+00 -2.0949e+00 -2.4052e+00 +3.4758e+00 -3.6235e+00 +9.4410e-01 +1.5421e+00 -2.8908e+00 -2.1468e+00 -4.7603e+00 +3.1889e+00 -1.2778e+00 +5.2423e-01 -2.3643e+00 -1.3265e-02
36 +4.631868019e+02 +4.631868019e+02 +4.768468019e+02 +4.768468019e+02 +4.6846e+00 -1.9355e+00 +2.0029e+00 +1.0954e+00 +4.7253e+00 -4.4606e+00 +2.2871e+00 -3.7703e-02 +4.6012e+00 -5.0337e-01 -4.7775e+00 +1.7474e+00 +1.5529e+00 +2.4605e+00 -4.5839e+00 -3.2463e+00 +4.7004e-01 +1.3126e+00 -4.7541e+00 -3.3678e+00
% function evaluation | noise-free fitness - Fopt (9.378400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.756452328e+06 +2.756452328e+06 +2.757390168e+06 +2.757390168e+06 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
7 +7.019729566e+05 +7.019729566e+05 +7.029107966e+05 +7.029107966e+05 +2.0033e+00 -2.6516e+00 -4.7740e+00 -2.9879e+00 +2.3158e+00 +2.9826e+00 +2.1466e+00 -3.9937e+00 -2.5674e+00 -4.0520e+00 -3.2085e+00 +3.8712e+00 -3.8887e+00 +1.7920e+00 -3.7272e+00 +3.4466e+00 -4.7782e+00 +4.3807e+00 -1.3294e+00 +8.3550e-02
9 +4.882106987e+05 +4.882106987e+05 +4.891485387e+05 +4.891485387e+05 -1.4005e+00 +4.0279e+00 +1.8361e+00 +1.1928e+00 -1.5728e+00 +4.1318e+00 -7.8069e-02 +7.7819e-01 +3.4488e+00 +2.1785e+00 -2.2266e+00 -3.2690e+00 -4.1450e+00 -3.8735e-01 -3.4129e+00 +1.8991e+00 -1.4349e+00 -7.2981e-01 -4.5699e+00 -2.8152e+00
11 +1.375572520e+05 +1.375572520e+05 +1.384950920e+05 +1.384950920e+05 +7.8742e-01 +4.0739e+00 -2.9461e+00 +4.7141e+00 -7.8722e-01 -7.4041e-01 -4.1757e+00 -2.5769e+00 +4.3185e+00 +1.2889e+00 -3.4531e+00 +5.3057e-01 -2.0735e+00 +8.2900e-01 +4.3867e+00 -4.5923e+00 -4.6364e+00 +7.9193e-01 -4.9848e+00 -2.1582e+00
14 +3.638790092e+04 +3.638790092e+04 +3.732574092e+04 +3.732574092e+04 -4.1780e+00 +4.3552e+00 +1.0236e+00 -1.3673e+00 -4.2889e+00 -1.1912e+00 +3.1719e+00 -1.8347e-01 +4.7603e+00 -2.3866e+00 +1.1226e+00 -4.5378e+00 -2.4567e+00 +1.6748e+00 -1.4501e+00 -3.6386e+00 +4.8112e+00 +3.3996e+00 +4.0291e+00 -2.3993e+00
54 +1.765261202e+04 +1.765261202e+04 +1.859045202e+04 +1.859045202e+04 -2.4648e-01 +1.3076e+00 -1.6404e+00 +2.1970e+00 +3.7307e+00 -4.8035e+00 -4.8646e+00 -4.8415e+00 -2.6354e+00 -1.2942e+00 +1.7789e+00 +1.3327e-01 -1.2352e+00 -2.3627e-01 +6.4415e-02 -1.6344e+00 +3.0699e+00 +2.2282e+00 +1.6216e+00 +5.2077e-01
64 +3.296206220e+02 +3.296206220e+02 +1.267460622e+03 +1.267460622e+03 +2.2874e+00 -1.5229e+00 -2.1762e+00 -4.5028e+00 +4.4243e+00 +4.6726e+00 -3.1350e+00 -2.3554e+00 +1.1475e+00 -9.4008e-01 -3.8427e+00 -3.9731e+00 +4.9756e+00 +2.1692e+00 +3.4386e+00 +1.4705e+00 +3.6782e+00 -4.2669e-01 +3.9894e-01 -3.7078e-01
% function evaluation | noise-free fitness - Fopt (-7.872000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.206149022e+07 +1.206149022e+07 +1.206141150e+07 +1.206141150e+07 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
2 +6.337600857e+05 +6.337600857e+05 +6.336813657e+05 +6.336813657e+05 +3.8016e+00 +3.0902e+00 +2.0526e+00 -3.0628e-01 -3.1270e+00 +3.0911e+00 -1.3802e-01 -4.1175e+00 +9.9079e-01 -1.7322e+00 -3.7957e+00 +3.2599e+00 +6.0806e-02 -3.8838e+00 -4.7703e+00 -4.0203e+00 +1.7238e+00 +2.4074e+00 +1.8027e+00 -1.7794e+00
21 +1.119957759e+05 +1.119957759e+05 +1.119170559e+05 +1.119170559e+05 +2.3635e+00 -3.7720e+00 +1.2750e-01 +3.9834e+00 -4.6997e+00 +1.4501e+00 +7.2027e-01 -4.3013e+00 +1.6089e+00 -8.0913e-01 -3.3584e+00 -2.2052e+00 +4.3441e+00 +3.9047e-01 +2.6659e+00 -1.4712e+00 -2.8556e-01 -1.2209e+00 -4.6016e+00 +3.2024e+00
38 +7.151734569e+03 +7.151734569e+03 +7.073014569e+03 +7.073014569e+03 -7.3833e-01 -3.1853e+00 +1.7559e+00 -1.2870e+00 -3.5327e+00 +4.8902e-01 -9.6921e-01 +2.5671e+00 -1.0138e+00 +4.8932e+00 -7.6484e-01 -3.7563e+00 +2.1947e+00 -3.4233e+00 -4.7501e+00 +2.4590e+00 -1.0803e+00 +3.8358e+00 -1.7379e+00 -9.9841e-01
54 +5.695072565e+03 +5.695072565e+03 +5.616352565e+03 +5.616352565e+03 -2.4648e-01 +1.3076e+00 -1.6404e+00 +2.1970e+00 +3.7307e+00 -4.8035e+00 -4.8646e+00 -4.8415e+00 -2.6354e+00 -1.2942e+00 +1.7789e+00 +1.3327e-01 -1.2352e+00 -2.3627e-01 +6.4415e-02 -1.6344e+00 +3.0699e+00 +2.2282e+00 +1.6216e+00 +5.2077e-01
